scenario_index,frame_index,source_available,primary_action,guarded_action,obj_removed,missing_recovered,missing_candidates,missing_gt,missing_tp,missing_fp,EgoOnly_wp_coll,EgoOnly_warned,EgoOnly_geom,EgoOnly_mod,EgoOnly_agents,CleanCoop_wp_coll,CleanCoop_warned,CleanCoop_geom,CleanCoop_mod,CleanCoop_agents,RealPrimaryRaw_wp_coll,RealPrimaryRaw_warned,RealPrimaryRaw_geom,RealPrimaryRaw_mod,RealPrimaryRaw_agents,RealPrimaryTrustCalib_wp_coll,RealPrimaryTrustCalib_warned,RealPrimaryTrustCalib_geom,RealPrimaryTrustCalib_mod,RealPrimaryTrustCalib_agents,RealMultiEvidenceGuard_wp_coll,RealMultiEvidenceGuard_warned,RealMultiEvidenceGuard_geom,RealMultiEvidenceGuard_mod,RealMultiEvidenceGuard_agents,guard_minus_ego_wp_coll,guard_minus_clean_wp_coll
67,11,4,accept,accept,0,0,0,1,0,0,0,0,0,0.0,12,0,0,0,0.0,15,0,0,0,0.0,14,0,0,0,0.0,14,0,0,0,0.0,14,0,0
67,12,4,accept,accept,0,0,0,1,0,0,0,0,0,0.0,13,0,0,0,0.0,15,0,0,0,0.0,14,0,0,0,0.0,14,0,0,0,0.0,14,0,0
67,13,4,accept,accept,0,0,0,1,0,0,0,0,0,0.0,14,0,0,0,0.0,15,0,0,0,0.0,14,0,0,0,0.0,14,0,0,0,0.0,14,0,0
67,14,4,accept,accept,0,0,0,1,0,0,0,0,0,0.0,14,0,0,0,0.0,15,0,0,0,0.0,14,0,0,0,0.0,14,0,0,0,0.0,14,0,0
67,15,4,accept,accept,0,0,0,1,0,0,0,0,0,0.0,14,0,0,0,0.0,15,0,0,0,0.0,14,0,0,0,0.0,14,0,0,0,0.0,14,0,0
67,16,4,accept,accept,0,0,0,1,0,0,0,0,0,0.0,14,0,0,0,0.0,15,0,0,0,0.0,14,0,0,0,0.0,14,0,0,0,0.0,14,0,0
67,17,4,accept,accept,0,0,0,1,0,0,0,0,0,0.0,14,0,0,0,0.0,15,0,0,0,0.0,14,0,0,0,0.0,14,0,0,0,0.0,14,0,0
67,18,4,accept,accept,0,0,0,1,0,0,0,0,0,0.0,14,0,0,0,0.0,15,0,0,0,0.0,14,0,0,0,0.0,14,0,0,0,0.0,14,0,0
67,19,4,accept,accept,0,1,1,1,1,0,0,0,0,0.0,14,0,0,0,0.0,15,0,0,0,0.0,14,0,0,0,0.0,14,0,0,0,0.0,15,0,0
73,0,4,accept,accept,0,0,0,5,0,0,0,0,0,0.0,8,0,0,0,0.0,14,0,0,0,0.0,9,0,0,0,0.0,9,0,0,0,0.0,9,0,0
73,1,4,accept,accept,0,0,0,5,0,0,0,0,0,0.0,8,0,0,0,0.0,14,0,0,0,0.0,9,0,0,0,0.0,9,0,0,0,0.0,9,0,0
73,2,4,accept,accept,0,0,0,5,0,0,0,0,0,0.0,8,0,0,0,0.0,14,0,0,0,0.0,9,0,0,0,0.0,9,0,0,0,0.0,9,0,0
73,3,4,accept,accept,0,0,0,5,0,0,0,0,0,0.0,8,0,0,0,0.0,14,0,0,0,0.0,9,0,0,0,0.0,9,0,0,0,0.0,9,0,0
73,4,4,accept,accept,0,0,0,5,0,0,0,0,0,0.0,8,0,0,0,0.0,14,0,0,0,0.0,9,0,0,0,0.0,9,0,0,0,0.0,9,0,0
73,5,4,accept,accept,0,0,0,5,0,0,0,0,0,0.0,8,0,0,0,0.0,14,0,0,0,0.0,9,0,0,0,0.0,9,0,0,0,0.0,9,0,0
73,6,4,accept,accept,0,0,0,5,0,0,0,0,0,0.0,8,0,0,0,0.0,14,0,0,0,0.0,9,0,0,0,0.0,9,0,0,0,0.0,9,0,0
73,7,4,accept,accept,0,0,0,5,0,0,0,0,0,0.0,8,0,0,0,0.0,14,0,0,0,0.0,9,0,0,0,0.0,9,0,0,0,0.0,9,0,0
73,8,4,accept,accept,0,0,0,5,0,0,0,0,0,0.0,8,0,0,0,0.0,14,0,0,0,0.0,9,0,0,0,0.0,9,0,0,0,0.0,9,0,0
73,9,4,accept,accept,0,0,0,5,0,0,0,0,0,0.0,8,0,0,0,0.0,14,0,0,0,0.0,9,0,0,0,0.0,9,0,0,0,0.0,9,0,0
73,10,4,accept,accept,0,0,0,5,0,0,0,0,0,0.0,8,0,0,0,0.0,14,0,0,0,0.0,9,0,0,0,0.0,9,0,0,0,0.0,9,0,0
73,11,4,accept,accept,0,0,0,5,0,0,0,0,0,0.0,8,0,0,0,0.0,14,0,0,0,0.0,9,0,0,0,0.0,9,0,0,0,0.0,9,0,0
73,12,4,accept,accept,0,0,0,5,0,0,0,0,0,0.0,8,0,0,0,0.0,14,0,0,0,0.0,9,0,0,0,0.0,9,0,0,0,0.0,9,0,0
73,13,4,accept,accept,0,0,0,5,0,0,0,0,0,0.0,8,0,0,0,0.0,14,0,0,0,0.0,9,0,0,0,0.0,9,0,0,0,0.0,9,0,0
73,14,4,accept,accept,0,0,0,5,0,0,0,0,0,0.0,8,0,0,0,0.0,14,0,0,0,0.0,9,0,0,0,0.0,9,0,0,0,0.0,9,0,0
73,15,4,accept,accept,0,0,0,5,0,0,0,0,0,0.0,7,0,0,0,0.0,14,0,0,0,0.0,9,0,0,0,0.0,9,0,0,0,0.0,9,0,0
73,16,4,accept,accept,0,0,0,5,0,0,0,0,0,0.0,8,0,0,0,0.0,14,0,0,0,0.0,9,0,0,0,0.0,9,0,0,0,0.0,9,0,0
73,17,4,accept,accept,0,0,0,5,0,0,0,0,0,0.0,8,0,0,0,0.0,14,0,0,0,0.0,9,0,0,0,0.0,9,0,0,0,0.0,9,0,0
73,18,4,accept,accept,0,0,0,5,0,0,0,0,0,0.0,9,0,0,0,0.0,14,0,0,0,0.0,9,0,0,0,0.0,9,0,0,0,0.0,9,0,0
73,19,4,accept,accept,0,0,0,5,0,0,0,0,0,0.0,9,0,0,0,0.0,14,0,0,0,0.0,9,0,0,0,0.0,9,0,0,0,0.0,9,0,0
78,0,4,accept,accept,0,0,0,24,0,0,0,1,3,0.3,23,0,1,3,0.3,54,0,1,3,0.3,30,0,1,3,0.3,30,0,1,3,0.3,30,0,0
78,1,4,accept,accept,0,0,0,24,0,0,0,1,2,0.2,21,0,1,2,0.2,54,0,1,2,0.2,30,0,1,2,0.2,30,0,1,2,0.2,30,0,0
78,2,4,accept,accept,0,0,0,28,0,0,0,1,1,0.1,20,0,1,1,0.1,54,0,1,1,0.1,26,0,1,1,0.1,26,0,1,1,0.1,26,0,0
78,3,4,accept,accept,0,0,0,28,0,0,0,1,1,0.1,20,0,1,1,0.1,54,0,1,1,0.1,26,0,1,1,0.1,26,0,1,1,0.1,26,0,0
78,4,4,accept,accept,0,0,0,26,0,0,0,1,2,0.2,21,0,1,2,0.2,54,0,1,2,0.2,28,0,1,2,0.2,28,0,1,2,0.2,28,0,0
78,5,4,accept,accept,0,0,0,26,0,0,0,1,2,0.2,21,0,1,2,0.2,54,0,1,2,0.2,28,0,1,2,0.2,28,0,1,2,0.2,28,0,0
78,6,4,accept,accept,0,0,0,22,0,0,0,1,2,0.2,25,0,1,2,0.2,54,0,1,2,0.2,32,0,1,2,0.2,32,0,1,2,0.2,32,0,0
78,7,4,accept,accept,0,0,0,25,0,0,0,1,1,0.1,23,0,1,1,0.1,54,0,1,1,0.1,29,0,1,1,0.1,29,0,1,1,0.1,29,0,0
78,8,4,accept,accept,0,0,0,23,0,0,0,1,1,0.1,23,0,1,1,0.1,54,0,1,1,0.1,31,0,1,1,0.1,31,0,1,1,0.1,31,0,0
78,9,4,accept,accept,0,0,0,25,0,0,0,1,1,0.1,23,0,1,1,0.1,54,0,1,1,0.1,29,0,1,1,0.1,29,0,1,1,0.1,29,0,0
78,10,4,accept,accept,0,1,1,25,1,0,0,1,1,0.1,23,0,1,1,0.1,54,0,1,1,0.1,29,0,1,1,0.1,29,0,1,1,0.1,30,0,0
78,11,4,accept,accept,0,0,0,24,0,0,0,0,0,0.0,23,0,0,0,0.0,54,0,0,0,0.0,30,0,0,0,0.0,30,0,0,0,0.0,30,0,0
78,12,4,accept,accept,0,1,1,26,1,0,0,1,1,0.1,22,0,1,1,0.1,54,0,1,1,0.1,28,0,1,1,0.1,28,0,1,1,0.1,29,0,0
78,13,4,accept,accept,0,1,1,27,1,0,0,1,2,0.2,23,0,1,2,0.2,54,0,1,2,0.2,27,0,1,2,0.2,27,0,1,2,0.2,28,0,0
78,14,4,accept,accept,0,1,1,26,1,0,0,1,2,0.2,24,0,1,2,0.2,54,0,1,2,0.2,28,0,1,2,0.2,28,0,1,2,0.2,29,0,0
78,15,4,accept,accept,0,1,1,28,1,0,0,1,5,0.5,21,0,1,5,0.5,54,0,1,5,0.5,26,0,1,5,0.5,26,0,1,5,0.5,27,0,0
78,16,4,accept,accept,0,1,1,28,1,0,0,1,4,0.4,21,0,1,4,0.4,54,0,1,4,0.4,26,0,1,4,0.4,26,0,1,4,0.4,27,0,0
78,17,4,accept,accept,0,2,2,28,2,0,0,1,1,0.1,22,0,1,1,0.1,54,0,1,1,0.1,26,0,1,1,0.1,26,0,1,1,0.1,28,0,0
78,18,4,accept,accept,0,2,2,25,2,0,0,1,1,0.1,23,0,1,1,0.1,54,0,1,1,0.1,29,0,1,1,0.1,29,0,1,1,0.1,31,0,0
78,19,4,accept,accept,0,2,2,27,2,0,0,1,2,0.2,23,0,1,2,0.2,54,0,1,2,0.2,27,0,1,2,0.2,27,0,1,2,0.2,29,0,0
80,0,4,accept,accept,0,1,1,23,1,0,0,0,0,0.0,25,0,0,0,0.0,51,0,0,0,0.0,32,0,0,0,0.0,32,0,0,0,0.0,33,0,0
80,1,4,accept,accept,0,2,2,23,2,0,0,0,0,0.0,25,0,0,0,0.0,51,0,0,0,0.0,32,0,0,0,0.0,32,0,0,0,0.0,34,0,0
80,2,4,accept,accept,0,2,2,23,2,0,0,0,0,0.0,25,0,0,0,0.0,51,0,0,0,0.0,32,0,0,0,0.0,32,0,0,0,0.0,34,0,0
80,3,4,correct,correct,0,2,2,23,2,0,0,0,0,0.0,22,0,0,0,0.0,51,0,0,0,0.0,32,0,0,0,0.0,32,0,0,0,0.0,34,0,0
80,4,4,accept,accept,0,2,2,24,2,0,0,0,0,0.0,24,0,0,0,0.0,51,0,0,0,0.0,31,0,0,0,0.0,31,0,0,0,0.0,33,0,0
80,5,4,accept,accept,0,2,2,23,2,0,0,0,0,0.0,24,0,0,0,0.0,52,0,0,0,0.0,33,0,0,0,0.0,33,0,0,0,0.0,35,0,0
80,6,4,accept,accept,0,2,2,23,2,0,0,0,0,0.0,24,0,0,0,0.0,52,0,0,0,0.0,33,0,0,0,0.0,33,0,0,0,0.0,35,0,0
80,7,4,accept,accept,0,2,2,25,2,0,0,0,0,0.0,22,0,0,0,0.0,51,0,0,0,0.0,31,0,0,0,0.0,31,0,0,0,0.0,33,0,0
80,8,4,accept,accept,0,2,2,25,2,0,0,0,0,0.0,22,0,0,0,0.0,51,0,0,0,0.0,31,0,0,0,0.0,31,0,0,0,0.0,33,0,0
80,9,4,accept,accept,0,2,2,21,2,0,0,0,0,0.0,25,0,0,0,0.0,51,0,0,0,0.0,35,0,0,0,0.0,35,0,0,0,0.0,37,0,0
80,10,4,correct,correct,0,4,4,25,4,0,0,0,0,0.0,21,0,0,0,0.0,51,0,0,0,0.0,31,0,0,0,0.0,31,0,0,0,0.0,35,0,0
80,11,4,correct,correct,0,4,4,21,4,0,0,0,0,0.0,22,0,0,0,0.0,51,0,0,0,0.0,35,0,0,0,0.0,35,0,0,0,0.0,39,0,0
80,12,4,accept,accept,0,4,4,21,4,0,0,0,0,0.0,23,0,0,0,0.0,51,0,0,0,0.0,35,0,0,0,0.0,35,0,0,0,0.0,39,0,0
80,13,4,correct,correct,0,4,4,21,4,0,0,0,0,0.0,21,0,0,0,0.0,51,0,0,0,0.0,35,0,0,0,0.0,35,0,0,0,0.0,39,0,0
80,14,4,correct,correct,0,4,4,22,4,0,0,0,0,0.0,19,0,0,0,0.0,51,0,0,0,0.0,33,0,0,0,0.0,33,0,0,0,0.0,37,0,0
80,15,4,correct,correct,0,4,4,20,4,0,0,0,0,0.0,20,0,0,0,0.0,48,0,0,0,0.0,33,0,0,0,0.0,33,0,0,0,0.0,37,0,0
80,16,4,correct,correct,0,4,4,21,4,0,0,0,0,0.0,20,0,1,1,0.1,48,0,0,0,0.0,32,0,0,0,0.0,32,0,0,0,0.0,36,0,0
80,17,4,accept,accept,0,5,5,17,4,1,0,0,0,0.0,24,0,0,0,0.0,48,0,0,0,0.0,35,0,0,0,0.0,35,0,0,0,0.0,40,0,0
80,18,4,accept,accept,0,5,5,16,4,1,0,0,0,0.0,25,0,0,0,0.0,49,0,0,0,0.0,36,0,0,0,0.0,36,0,0,0,0.0,41,0,0
80,19,4,correct,correct,0,4,4,17,3,1,0,0,0,0.0,23,0,0,0,0.0,49,0,0,0,0.0,35,0,0,0,0.0,35,0,0,0,0.0,39,0,0
84,0,4,accept,accept,0,0,0,7,0,0,0,1,4,0.4,16,0,1,4,0.4,23,0,1,4,0.4,16,0,1,4,0.4,16,0,1,4,0.4,16,0,0
84,1,4,accept,accept,0,0,0,7,0,0,0,1,3,0.3,16,0,1,3,0.3,23,0,1,3,0.3,16,0,1,3,0.3,16,0,1,3,0.3,16,0,0
84,2,4,accept,accept,0,0,0,7,0,0,0,1,2,0.2,16,0,1,2,0.2,23,0,1,2,0.2,16,0,1,2,0.2,16,0,1,2,0.2,16,0,0
84,3,4,accept,accept,0,0,0,7,0,0,0,1,1,0.1,16,0,1,1,0.1,23,0,1,1,0.1,16,0,1,1,0.1,16,0,1,1,0.1,16,0,0
84,4,4,accept,accept,0,0,0,7,0,0,0,0,0,0.0,16,0,0,0,0.0,23,0,0,0,0.0,16,0,0,0,0.0,16,0,0,0,0.0,16,0,0
84,5,4,accept,accept,0,0,0,7,0,0,0,0,0,0.0,16,0,0,0,0.0,23,0,0,0,0.0,16,0,0,0,0.0,16,0,0,0,0.0,16,0,0
84,6,4,accept,accept,0,0,0,7,0,0,0,0,0,0.0,16,0,0,0,0.0,23,0,0,0,0.0,16,0,0,0,0.0,16,0,0,0,0.0,16,0,0
84,7,4,accept,accept,0,0,0,7,0,0,0,0,0,0.0,16,0,0,0,0.0,23,0,0,0,0.0,16,0,0,0,0.0,16,0,0,0,0.0,16,0,0
84,8,4,accept,accept,0,0,0,7,0,0,0,0,0,0.0,16,0,0,0,0.0,23,0,0,0,0.0,16,0,0,0,0.0,16,0,0,0,0.0,16,0,0
84,9,4,accept,accept,0,0,0,7,0,0,0,0,0,0.0,16,0,0,0,0.0,23,0,0,0,0.0,16,0,0,0,0.0,16,0,0,0,0.0,16,0,0
84,10,4,accept,accept,0,0,0,7,0,0,0,0,0,0.0,16,0,0,0,0.0,23,0,0,0,0.0,16,0,0,0,0.0,16,0,0,0,0.0,16,0,0
84,11,4,accept,accept,0,1,1,12,1,0,0,0,0,0.0,11,0,0,0,0.0,23,0,0,0,0.0,11,0,0,0,0.0,11,0,0,0,0.0,12,0,0
84,12,4,accept,accept,0,1,1,12,1,0,0,0,0,0.0,10,0,0,0,0.0,23,0,0,0,0.0,10,0,0,0,0.0,10,0,0,0,0.0,11,0,0
84,13,4,accept,accept,0,1,1,14,1,0,0,0,0,0.0,9,0,0,0,0.0,23,0,0,0,0.0,9,0,0,0,0.0,9,0,0,0,0.0,10,0,0
84,14,4,accept,accept,0,1,1,13,1,0,0,0,0,0.0,10,0,0,0,0.0,23,0,0,0,0.0,10,0,0,0,0.0,10,0,0,0,0.0,11,0,0
84,15,4,accept,accept,0,1,1,14,1,0,0,0,0,0.0,9,0,0,0,0.0,23,0,0,0,0.0,9,0,0,0,0.0,9,0,0,0,0.0,10,0,0
84,16,4,accept,accept,0,1,1,14,1,0,0,0,0,0.0,8,0,0,0,0.0,23,0,0,0,0.0,9,0,0,0,0.0,9,0,0,0,0.0,10,0,0
84,17,4,accept,accept,0,1,1,14,1,0,0,0,0,0.0,9,0,0,0,0.0,23,0,0,0,0.0,9,0,0,0,0.0,9,0,0,0,0.0,10,0,0
84,18,4,accept,accept,0,1,1,13,1,0,0,0,0,0.0,10,0,0,0,0.0,23,0,0,0,0.0,10,0,0,0,0.0,10,0,0,0,0.0,11,0,0
84,19,4,accept,accept,0,1,1,13,1,0,0,0,0,0.0,10,0,0,0,0.0,23,0,0,0,0.0,10,0,0,0,0.0,10,0,0,0,0.0,11,0,0
86,0,4,accept,accept,0,0,0,25,0,0,0,0,0,0.0,15,0,0,0,0.0,42,0,0,0,0.0,17,0,0,0,0.0,17,0,0,0,0.0,17,0,0
86,1,4,accept,accept,0,0,0,25,0,0,0,0,0,0.0,15,0,0,0,0.0,42,0,0,0,0.0,17,0,0,0,0.0,17,0,0,0,0.0,17,0,0
86,2,4,accept,accept,0,0,0,25,0,0,0,0,0,0.0,15,0,0,0,0.0,42,0,0,0,0.0,17,0,0,0,0.0,17,0,0,0,0.0,17,0,0
86,3,4,accept,accept,0,0,0,25,0,0,0,0,0,0.0,15,0,0,0,0.0,42,0,0,0,0.0,17,0,0,0,0.0,17,0,0,0,0.0,17,0,0
86,4,4,accept,accept,0,0,0,26,0,0,0,0,0,0.0,13,0,0,0,0.0,42,0,0,0,0.0,16,0,0,0,0.0,16,0,0,0,0.0,16,0,0
86,5,4,accept,accept,0,1,1,27,1,0,0,0,0,0.0,11,0,0,0,0.0,42,0,0,0,0.0,15,0,0,0,0.0,15,0,0,0,0.0,16,0,0
86,6,4,accept,accept,0,1,1,27,1,0,0,0,0,0.0,11,0,0,0,0.0,42,0,0,0,0.0,15,0,0,0,0.0,15,0,0,0,0.0,16,0,0
86,7,4,accept,accept,0,1,1,25,1,0,0,0,0,0.0,13,0,0,0,0.0,42,0,0,0,0.0,17,0,0,0,0.0,17,0,0,0,0.0,18,0,0
86,8,4,accept,accept,0,0,0,25,0,0,0,0,0,0.0,14,0,0,0,0.0,42,0,0,0,0.0,17,0,0,0,0.0,17,0,0,0,0.0,17,0,0
86,9,4,accept,accept,0,0,0,25,0,0,0,0,0,0.0,15,0,0,0,0.0,42,0,0,0,0.0,17,0,0,0,0.0,17,0,0,0,0.0,17,0,0
86,10,4,accept,accept,0,1,1,26,1,0,0,0,0,0.0,15,0,0,0,0.0,42,0,0,0,0.0,16,0,0,0,0.0,16,0,0,0,0.0,17,0,0
86,11,4,accept,accept,0,2,2,27,2,0,0,0,0,0.0,14,0,0,0,0.0,42,0,0,0,0.0,15,0,0,0,0.0,15,0,0,0,0.0,17,0,0
86,12,4,accept,accept,0,1,1,25,1,0,0,0,0,0.0,16,0,0,0,0.0,42,0,0,0,0.0,17,0,0,0,0.0,17,0,0,0,0.0,18,0,0
86,13,4,accept,accept,0,0,0,24,0,0,0,0,0,0.0,15,0,0,0,0.0,42,0,0,0,0.0,18,0,0,0,0.0,18,0,0,0,0.0,18,0,0
86,14,4,accept,accept,0,1,1,24,1,0,0,0,0,0.0,15,0,0,0,0.0,42,0,0,0,0.0,18,0,0,0,0.0,18,0,0,0,0.0,19,0,0
86,15,4,accept,accept,0,3,3,29,3,0,0,0,0,0.0,10,0,0,0,0.0,42,0,0,0,0.0,13,0,0,0,0.0,13,0,0,0,0.0,16,0,0
86,16,4,correct,correct,0,3,3,25,3,0,0,0,0,0.0,13,0,0,0,0.0,42,0,0,0,0.0,17,0,0,0,0.0,17,0,0,0,0.0,20,0,0
86,17,4,accept,accept,0,3,3,26,3,0,0,0,0,0.0,11,0,0,0,0.0,42,0,0,0,0.0,15,0,0,0,0.0,15,0,0,0,0.0,18,0,0
86,18,4,accept,accept,0,1,1,22,1,0,0,0,0,0.0,15,0,0,0,0.0,42,0,0,0,0.0,19,0,0,0,0.0,19,0,0,0,0.0,20,0,0
86,19,4,accept,accept,0,0,0,25,0,0,0,0,0,0.0,11,0,0,0,0.0,42,0,0,0,0.0,17,0,0,0,0.0,17,0,0,0,0.0,17,0,0
92,0,4,accept,accept,0,1,1,2,1,0,0,0,0,0.0,8,0,0,0,0.0,14,0,0,0,0.0,12,0,0,0,0.0,12,0,0,0,0.0,13,0,0
92,1,4,accept,accept,0,1,1,2,1,0,0,0,0,0.0,8,0,0,0,0.0,14,0,0,0,0.0,12,0,0,0,0.0,12,0,0,0,0.0,13,0,0
92,2,4,accept,accept,0,1,1,2,1,0,0,0,0,0.0,8,0,0,0,0.0,14,0,0,0,0.0,12,0,0,0,0.0,12,0,0,0,0.0,13,0,0
92,3,4,accept,accept,0,1,1,2,1,0,0,0,0,0.0,8,0,0,0,0.0,14,0,0,0,0.0,12,0,0,0,0.0,12,0,0,0,0.0,13,0,0
92,4,4,accept,accept,0,1,1,2,1,0,0,0,0,0.0,8,0,0,0,0.0,14,0,0,0,0.0,12,0,0,0,0.0,12,0,0,0,0.0,13,0,0
92,5,4,accept,accept,0,1,1,2,1,0,0,0,0,0.0,8,0,0,0,0.0,14,0,0,0,0.0,12,0,0,0,0.0,12,0,0,0,0.0,13,0,0
92,6,4,accept,accept,0,1,1,2,1,0,0,0,0,0.0,8,0,0,0,0.0,14,0,0,0,0.0,12,0,0,0,0.0,12,0,0,0,0.0,13,0,0
92,7,4,accept,accept,0,0,0,1,0,0,0,0,0,0.0,9,0,0,0,0.0,14,0,0,0,0.0,13,0,0,0,0.0,13,0,0,0,0.0,13,0,0
92,8,4,accept,accept,0,0,0,1,0,0,0,0,0,0.0,9,0,0,0,0.0,14,0,0,0,0.0,13,0,0,0,0.0,13,0,0,0,0.0,13,0,0
92,9,4,accept,accept,0,0,0,1,0,0,0,0,0,0.0,9,0,0,0,0.0,14,0,0,0,0.0,13,0,0,0,0.0,13,0,0,0,0.0,13,0,0
92,10,4,accept,accept,0,0,0,1,0,0,0,0,0,0.0,10,0,0,0,0.0,15,0,0,0,0.0,14,0,0,0,0.0,14,0,0,0,0.0,14,0,0
92,11,4,accept,accept,0,0,0,1,0,0,0,0,0,0.0,11,0,0,0,0.0,15,0,0,0,0.0,14,0,0,0,0.0,14,0,0,0,0.0,14,0,0
92,12,4,accept,accept,0,0,0,1,0,0,0,0,0,0.0,12,0,0,0,0.0,15,0,0,0,0.0,14,0,0,0,0.0,14,0,0,0,0.0,14,0,0
92,13,4,accept,accept,0,0,0,1,0,0,0,0,0,0.0,13,0,0,0,0.0,15,0,0,0,0.0,14,0,0,0,0.0,14,0,0,0,0.0,14,0,0
92,14,4,accept,accept,0,0,0,1,0,0,0,0,0,0.0,14,0,0,0,0.0,15,0,0,0,0.0,14,0,0,0,0.0,14,0,0,0,0.0,14,0,0
92,15,4,accept,accept,0,0,0,1,0,0,0,0,0,0.0,14,0,0,0,0.0,15,0,0,0,0.0,14,0,0,0,0.0,14,0,0,0,0.0,14,0,0
92,16,4,accept,accept,0,0,0,1,0,0,0,0,0,0.0,14,0,0,0,0.0,15,0,0,0,0.0,14,0,0,0,0.0,14,0,0,0,0.0,14,0,0
92,17,4,accept,accept,0,0,0,1,0,0,0,0,0,0.0,14,0,0,0,0.0,15,0,0,0,0.0,14,0,0,0,0.0,14,0,0,0,0.0,14,0,0
92,18,4,accept,accept,0,0,0,1,0,0,0,0,0,0.0,14,0,0,0,0.0,15,0,0,0,0.0,14,0,0,0,0.0,14,0,0,0,0.0,14,0,0
92,19,4,accept,accept,0,1,1,1,1,0,0,0,0,0.0,14,0,0,0,0.0,15,0,0,0,0.0,14,0,0,0,0.0,14,0,0,0,0.0,15,0,0
